crossing time (s)	slope (V/s)	crossing number
4624.762986	35.931390	9030
4625.773427	40.573767	9031
4626.737961	43.294647	9032
4627.830774	40.301534	9033
4628.816710	32.738682	9034
4629.850758	36.058570	9035
4630.847016	33.662339	9036
4631.926770	34.152721	9037
4632.933289	34.637905	9038
4633.937749	34.248580	9039
4634.985933	27.873863	9040
4635.936338	25.136210	9041
4636.989993	25.609472	9042
4637.976316	27.831227	9043
4639.085417	21.751599	9044
4640.055058	22.361845	9045
4641.129011	21.454788	9046
4642.033450	20.050119	9047
4643.158298	20.940213	9048
4644.103860	18.417939	9049
4645.201337	20.372492	9050
4646.166267	18.973605	9051
4647.251558	15.733479	9052
4648.178890	16.159124	9053
4649.265647	14.611244	9054
4650.339835	13.361012	9055
4651.294422	15.824770	9056
4652.336776	13.449652	9057
4653.328528	15.738766	9058
4654.338722	11.924244	9059
4655.439920	10.401054	9060
4656.426807	6.747779	9061
4657.445710	12.316185	9062
4658.560695	10.846317	9063
4659.570176	9.096231	9064
4660.522920	11.101425	9065
4661.528611	9.676747	9066
4662.546902	9.072828	9067
4663.599161	9.361159	9068
4664.655526	9.434018	9069
4665.671627	8.934161	9070
4666.633059	3.954234	9071
4667.799639	6.468219	9072
4668.652206	8.866314	9073
