time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4176.375948	31.239882	-0.884005	0.058271	175
4178.420526	32.065540	-0.822793	0.100000	177
4180.466471	13.542655	-0.801679	0.100000	179
4182.509711	31.037287	-0.771659	0.057234	181
4184.551895	30.894274	-0.735933	0.056545	183
4186.597987	30.909128	-0.705517	0.055417	185
4188.643944	30.884132	-0.672131	0.054328	187
4190.686625	30.732168	-0.639990	0.053295	189
4192.728194	30.581347	-0.609787	0.052129	191
4194.775802	30.639503	-0.579686	0.050561	193
4196.818861	30.418068	-0.550918	0.049211	195
4198.865128	30.326729	-0.524410	0.047372	197
4200.904043	30.222918	-0.498370	0.045928	199
4202.954772	30.240913	-0.474228	0.044399	201
4204.995110	30.142855	-0.451501	0.042917	203
4207.044599	30.171446	-0.430371	0.041029	205
4209.082604	30.180340	-0.408440	0.039778	207
4211.130441	29.880840	-0.387602	0.038399	209
4213.193219	29.976168	-0.370603	0.036485	211
4215.233535	30.325537	-0.353026	0.034563	213
4217.273577	30.672085	-0.335425	0.032970	215
4219.339285	30.765688	-0.317735	0.031723	217
4221.388221	31.061424	-0.302967	0.029957	219
