crossing time (s)	slope (V/s)	crossing number
4175.406010	48.605834	8622
4176.348563	45.285723	8623
4177.431347	42.467141	8624
4178.441810	39.125590	8625
4179.433433	43.658155	8626
4180.516624	38.572668	8627
4181.535590	36.418738	8628
4182.529911	34.323401	8629
4183.542883	32.936121	8630
4184.513311	30.661769	8631
4185.621127	30.558820	8632
4186.557554	29.174779	8633
4187.610490	25.993453	8634
4188.682963	26.168355	8635
4189.738522	21.978416	8636
4190.708147	21.776247	8637
4191.738481	22.259926	8638
4192.680289	20.499807	8639
4193.798286	19.510360	8640
4194.738321	17.420683	8641
4195.891982	17.182915	8642
4196.810757	17.838783	8643
4197.933811	16.671450	8644
4198.902583	15.489470	8645
4199.976138	14.512954	8646
4200.859591	14.252349	8647
4201.969394	13.502283	8648
4202.921873	17.085796	8649
4204.056452	9.729947	8650
4204.952840	10.772772	8651
4206.083173	10.693412	8652
4207.079322	10.579934	8653
4208.101499	9.854662	8654
4209.051849	10.198281	8655
4210.137250	10.514823	8656
4211.097306	6.747853	8657
4212.283941	7.054523	8658
4213.245571	9.209640	8659
4214.270166	7.488958	8660
4215.254363	5.621573	8661
4216.279666	5.845270	8662
4217.216118	5.636798	8663
4218.281966	4.630017	8664
4219.333347	7.909467	8665
4220.410724	5.011371	8666
4221.379354	4.730028	8667
4222.482398	4.059717	8668
