crossing time (s)	slope (V/s)	crossing number
3870.947295	13.698528	5988
3871.988292	15.332084	5989
3872.968854	14.252426	5990
3874.038439	14.080009	5991
3875.037461	13.942835	5992
3876.096574	14.646810	5993
3877.049623	11.402176	5994
3878.116778	13.875722	5995
3879.077189	11.804475	5996
3880.139974	12.261248	5997
3881.145044	11.418871	5998
3882.228943	11.132945	5999
3883.184736	10.828111	6000
3884.225010	9.377893	6001
3885.196052	9.795108	6002
3886.267188	8.122565	6003
3887.256409	9.059862	6004
3888.319209	10.422826	6005
3889.290156	10.998816	6006
3890.371489	5.825936	6007
3891.323731	11.062487	6008
3892.387553	8.644599	6009
3893.349887	7.920148	6010
3894.467469	8.772779	6011
3895.408976	7.914783	6012
3896.467098	9.119950	6013
3897.505985	7.695180	6014
3898.483411	8.975954	6015
3899.552490	8.694577	6016
3900.510591	6.779537	6017
3901.574888	7.039629	6018
3902.536562	5.813204	6019
3903.672401	8.167397	6020
3904.581986	4.958231	6021
3905.697621	7.212134	6022
3906.593200	5.544200	6023
3907.709525	6.779011	6024
3908.682494	7.729848	6025
3909.746764	4.284053	6026
3910.713530	6.909575	6027
3911.795286	5.881197	6028
3912.772708	4.914596	6029
3913.839848	5.833235	6030
3914.853782	2.285875	6031
3915.835992	6.063523	6032
3916.901451	2.776908	6033
3917.839258	6.448344	6034
3918.919619	4.062625	6035
3919.936432	3.369733	6036
3921.024941	3.568690	6037
3921.937282	3.778670	6038
3923.023202	3.051246	6039
3923.983448	4.373345	6040
3925.083765	4.179284	6041
3926.017865	3.491320	6042
3927.121554	3.037890	6043
3928.087193	2.613950	6044
3929.123230	2.922671	6045
3930.081367	2.607318	6046
3931.220081	2.747776	6047
3932.152969	3.381428	6048
3933.224323	2.156910	6049
3934.196424	3.922606	6050
3935.260056	5.271114	6051
3936.259879	3.364985	6052
3937.331057	3.339022	6053
3938.286705	3.827681	6054
3939.309123	2.022738	6055
3940.359467	3.986297	6056
3941.326941	3.852221	6057
3941.876981	-1.714019	6058
3942.405375	4.328123	6059
3943.378311	3.864531	6060
3944.474647	4.087773	6061
3945.428803	3.290235	6062
3946.508746	3.481857	6063
3947.421046	-0.958829	6064
3948.566741	1.315284	6065
3949.500570	2.985249	6066
3950.630949	2.656592	6067
3951.568449	3.718496	6068
3952.632710	3.198913	6069
3953.636651	2.724701	6070
3954.624063	-0.557828	6071
3955.676711	3.498565	6072
3956.695923	3.877887	6073
3957.730297	2.989743	6074
3958.731806	3.058989	6075
3959.732191	1.074346	6076
3960.741694	-0.279273	6077
