time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
1295.793934	153.527359	-0.839971	-0.031134	101
1297.830115	154.510727	-0.792575	-0.029099	103
1299.866951	155.412003	-0.742358	-0.027075	105
1301.910395	155.640961	-0.692876	-0.024379	107
1303.960285	155.171051	-0.648413	-0.021926	109
1306.015601	154.416672	-0.608577	-0.020822	111
1308.070662	153.895782	-0.572129	-0.020083	113
1310.118104	153.633804	-0.538361	-0.019372	115
1312.167244	153.599991	-0.505538	-0.018211	117
1314.210858	153.712601	-0.473577	-0.017094	119
1316.255238	153.937073	-0.443692	-0.015809	121
1318.304071	154.129776	-0.415009	-0.014653	123
1320.346573	154.348312	-0.388486	-0.013451	125
