time (s)	det(V)
1295.493735	-1.417029	
1295.495274	-1.512106	
1295.496823	-1.508206	
1295.498383	-1.525318	
1295.499868	-1.524094	
1295.501528	-1.526487	
1295.503095	-1.526656	
1295.504723	-1.526700	
1295.506255	-1.526841	
1295.507930	-1.526636	
1295.509422	-1.526857	
1295.511143	-1.526793	
1295.512617	-1.526801	
1295.514362	-1.526885	
1295.515839	-1.526865	
1295.517542	-1.526873	
1295.519019	-1.526841	
1295.520709	-1.526877	
1295.522201	-1.526857	
1295.523972	-1.526833	
1295.525458	-1.526873	
1295.527249	-1.526829	
1295.528731	-1.526873	
1295.530502	-1.526829	
1295.531995	-1.526886	
1295.533750	-1.526966	
1295.535257	-1.526970	
1295.536965	-1.526942	
1295.538495	-1.526837	
1295.540217	-1.526785	
1295.541763	-1.526910	
1295.543468	-1.526930	
1295.545011	-1.526982	
1295.546709	-1.526918	
1295.548264	-1.526886	
1295.549937	-1.526877	
1295.551507	-1.526974	
1295.553156	-1.526821	
1295.554761	-1.527014	
1295.556413	-1.526865	
1295.558016	-1.526954	
1295.559647	-1.526793	
1295.561281	-1.526902	
1295.562892	-1.526873	
1295.564569	-1.526950	
1295.566149	-1.526894	
1295.567815	-1.526942	
1295.569403	-1.526910	
1295.571081	-1.526914	
1295.572650	-1.526861	
1295.574332	-1.526986	
1295.575896	-1.526950	
1295.577594	-1.527059	
1295.579144	-1.526914	
1295.580864	-1.526881	
1295.582372	-1.526970	
1295.584123	-1.526893	
1295.585604	-1.526898	
1295.587386	-1.526974	
1295.588874	-1.526918	
1295.590659	-1.526998	
1295.592143	-1.526978	
1295.593941	-1.527002	
1295.595423	-1.527026	
1295.597200	-1.526986	
1295.598699	-1.526998	
1295.600456	-1.526958	
1295.601961	-1.526914	
1295.603717	-1.527002	
1295.605232	-1.526986	
1295.606962	-1.526934	
1295.608484	-1.526930	
1295.610200	-1.526930	
1295.611734	-1.527002	
1295.613441	-1.526873	
1295.615006	-1.526910	
1295.616692	-1.527075	
1295.618255	-1.526982	
1295.619936	-1.526994	
1295.621515	-1.527103	
1295.623185	-1.526966	
1295.624773	-1.527071	
1295.626410	-1.526974	
1295.628023	-1.527055	
1295.629646	-1.526978	
1295.631272	-1.527018	
1295.632868	-1.526922	
1295.634559	-1.526950	
1295.636168	-1.526910	
1295.637814	-1.527026	
1295.639308	-1.527055	
1295.640870	-1.527002	
1295.642366	-1.527087	
1295.643983	-1.526950	
1295.645480	-1.527018	
1295.647108	-1.527039	
1295.648621	-1.527043	
1295.650204	-1.526958	
1295.651737	-1.527087	
1295.653256	-1.526970	
1295.654898	-1.527071	
1295.656398	-1.527039	
1295.658028	-1.526970	
1295.659555	-1.526906	
1295.661194	-1.527039	
1295.662676	-1.526954	
1295.664339	-1.527051	
1295.665807	-1.526954	
1295.667517	-1.526926	
1295.669002	-1.526954	
1295.670704	-1.527055	
1295.672186	-1.527022	
1295.673894	-1.526954	
1295.675379	-1.527027	
1295.677059	-1.527079	
1295.678581	-1.527103	
1295.680208	-1.526946	
1295.681757	-1.526978	
1295.683388	-1.527010	
1295.684946	-1.526970	
1295.686611	-1.526974	
1295.688185	-1.527047	
1295.689837	-1.526869	
1295.691420	-1.527111	
1295.693069	-1.526930	
1295.694691	-1.526885	
1295.696312	-1.526930	
1295.697949	-1.527087	
1295.699563	-1.526857	
1295.701226	-1.526966	
1295.702822	-1.526982	
1295.704479	-1.527006	
1295.706033	-1.526970	
1295.707721	-1.526938	
1295.709275	-1.526861	
1295.710993	-1.527043	
1295.712562	-1.526890	
1295.714245	-1.527075	
1295.715796	-1.526942	
1295.717498	-1.526958	
1295.719011	-1.526974	
1295.720759	-1.526926	
1295.722241	-1.527038	
1295.724021	-1.526966	
1295.725503	-1.527010	
1295.727265	-1.526974	
1295.728763	-1.526893	
1295.730556	-1.526881	
1295.732046	-1.527006	
1295.733836	-1.526926	
1295.735324	-1.526998	
1295.737104	-1.526861	
1295.738597	-1.526938	
1295.740343	-1.526938	
1295.741854	-1.526893	
1295.743580	-1.526873	
1295.745117	-1.526906	
1295.746844	-1.526918	
1295.748387	-1.526918	
1295.750096	-1.526853	
1295.751646	-1.526873	
1295.753335	-1.526833	
1295.754897	-1.526789	
1295.756565	-1.526716	
1295.758159	-1.526668	
1295.759784	-1.526495	
1295.761395	-1.526201	
1295.763037	-1.426036	
1295.764639	-1.501648	
1295.766261	-1.285968	
1295.767910	-1.301477	
1295.769501	-1.132207	
1295.771164	-1.201760	
1295.772742	-0.983397	
1295.774433	-1.029638	
1295.776025	-0.843799	
1295.777713	-0.829434	
1295.779288	-0.679456	
1295.780980	-0.642150	
1295.782538	-0.527173	
1295.784248	-0.483941	
1295.785781	-0.391918	
1295.787500	-0.345290	
1295.789010	-0.254847	
1295.790762	-0.160197	
1295.792243	-0.100981	
1295.794001	-0.003483	
1295.795494	0.025520	
1295.797272	0.199290	
1295.798748	0.243243	
1295.800534	0.355081	
1295.802048	0.370908	
1295.803538	0.393842	
1295.805113	0.462303	
1295.806663	0.576554	
1295.808288	0.619589	
1295.809777	0.715209	
1295.811424	0.799131	
1295.812932	0.808086	
1295.814596	0.902023	
1295.816084	0.944993	
1295.817724	1.062873	
1295.819195	1.019319	
1295.820827	1.218971	
1295.822308	1.217641	
1295.823943	1.352070	
1295.825437	1.316682	
1295.827053	1.481609	
1295.828581	1.494049	
1295.830205	1.657075	
1295.831757	1.544971	
1295.833388	1.711981	
1295.834959	1.709173	
1295.836573	1.721975	
1295.838158	1.727377	
1295.839727	1.727985	
1295.841356	1.727486	
1295.842906	1.728118	
1295.844585	1.727627	
1295.846169	1.728227	
1295.847844	1.727804	
1295.849433	1.728187	
1295.851117	1.727703	
1295.852709	1.728199	
1295.854382	1.727957	
1295.855964	1.728215	
1295.857679	1.727840	
1295.859230	1.728195	
1295.860931	1.728098	
1295.862470	1.728146	
1295.864183	1.728122	
1295.865717	1.728171	
1295.867463	1.728050	
1295.868973	1.728211	
1295.870730	1.728106	
1295.872218	1.728130	
1295.874009	1.728102	
1295.875494	1.728114	
1295.877291	1.728191	
1295.878774	1.728219	
1295.880553	1.728034	
1295.882031	1.728122	
1295.883792	1.728364	
1295.885294	1.728166	
1295.887067	1.728219	
1295.888577	1.728126	
1295.890329	1.728179	
1295.891841	1.728110	
1295.893583	1.728271	
1295.895116	1.728098	
1295.896837	1.728247	
1295.898381	1.728029	
1295.900085	1.728279	
1295.901644	1.728017	
1295.903313	1.728340	
1295.904878	1.728062	
1295.906560	1.728295	
1295.908147	1.727945	
1295.909794	1.728223	
1295.911390	1.728138	
